keyword,workCount,adCount,dailyAdCount,dailyCount,cafeCount,cafeIds,articleUrlCount,firstPublishedAt,lastPublishedAt
"홍성호 흑염소","4","0","0","0","4","25227349 | 25460974 | 25636798 | 25729954","4","2026-03-17T11:20:17.561Z","2026-03-17T11:44:47.498Z"
"흑염소","4","1","0","0","2","25227349 | 25636798","4","2026-01-27T02:59:17.173Z","2026-04-03T08:53:38.958Z"
"흑염소 갱년기","4","0","0","0","2","25227349 | 25636798","4","2026-01-23T02:04:45.578Z","2026-02-11T08:55:25.036Z"
"흑염소 관절염","4","0","0","0","4","25227349 | 25636798 | 31642514 | 31646389","4","2026-01-21T03:19:32.623Z","2026-01-22T00:49:19.798Z"
"흑염소 어르신 보양","4","0","0","0","2","25227349 | 25636798","4","2026-01-21T08:07:12.254Z","2026-02-11T03:07:48.347Z"
"흑염소 진액 가격","4","0","0","0","2","25227349 | 25636798","4","2026-01-25T07:17:58.158Z","2026-02-03T05:17:29.901Z"
"흑염소 진액 원재료","4","0","0","0","2","25227349 | 25636798","4","2026-01-29T01:45:06.968Z","2026-02-11T05:27:05.359Z"
"흑염소 한마리","4","3","0","0","2","25636798 | 25729954","4","2026-03-19T10:24:44.866Z","2026-05-10T11:46:54.858Z"
"흑염소보감탕","4","3","0","0","3","25227349 | 25636798 | 25729954","4","2026-03-19T13:02:35.796Z","2026-05-03T15:12:35.124Z"
"흑염소엑기스","4","0","0","0","1","25636798","4","2026-02-25T02:25:57.076Z","2026-03-08T13:39:14.898Z"
"흑염소즙","4","2","0","0","3","25227349 | 25636798 | 25729954","4","2026-03-02T12:40:14.614Z","2026-04-01T10:08:55.990Z"
"흑염소진액 먹는법","4","3","0","0","4","25227349 | 25460974 | 25636798 | 25729954","4","2026-03-19T11:12:36.558Z","2026-05-03T17:19:32.719Z"
"40대 여자 선물","3","2","0","0","2","25227349 | 25729954","3","2026-02-27T05:52:15.856Z","2026-05-03T14:14:56.203Z"
"45살 임신 확률","3","0","0","0","3","25227349 | 25460974 | 25729954","3","2026-03-14T04:06:55.846Z","2026-03-16T07:12:45.933Z"
"45세 임신 확률","3","2","0","0","2","25227349 | 25636798","3","2026-03-19T11:26:38.858Z","2026-05-02T06:03:27.483Z"
"50대 엄마 생일선물","3","3","0","0","2","25636798 | 25729954","3","2026-04-06T13:15:58.024Z","2026-05-04T14:17:27.126Z"
"60대 엄마 생신선물","3","1","0","0","2","25636798 | 25729954","3","2026-02-16T10:17:24.112Z","2026-04-12T13:07:24.869Z"
"90대 할머니 선물","3","2","0","0","2","25460974 | 25729954","3","2026-03-19T10:51:36.562Z","2026-05-10T11:41:19.958Z"
"간니발후기","3","0","0","0","1","31640041","3","2026-01-08T13:58:18.315Z","2026-01-09T02:19:27.178Z"
"감마리놀렌산","3","3","0","0","1","25636798","3","2026-03-31T10:11:49.412Z","2026-04-01T13:48:13.319Z"
"강남 조리원 추천","3","2","0","0","2","25636798 | 25729954","3","2026-03-26T14:22:01.502Z","2026-05-10T11:42:46.616Z"
"갱년기 호르몬치료","3","3","0","0","2","25227349 | 25729954","3","2026-04-25T12:08:56.417Z","2026-05-10T11:51:05.676Z"
"갱년기 흑염소","3","3","0","0","2","25227349 | 25636798","3","2026-04-08T12:27:27.166Z","2026-05-17T13:09:55.538Z"
"결명자 효능","3","0","0","0","3","25227349 | 31642514 | 31646389","3","2026-01-21T03:11:45.189Z","2026-01-25T05:45:49.475Z"
"계류유산 증상","3","2","0","0","2","25636798 | 25729954","3","2026-03-19T12:28:34.310Z","2026-05-02T04:39:13.688Z"
"골다공증 주사 효과","3","2","0","0","3","25227349 | 25636798 | 25729954","3","2026-03-24T14:16:32.363Z","2026-04-25T10:11:43.020Z"
"공동구매","3","0","0","0","2","31640041 | 31642514","3","2026-01-22T07:21:04.885Z","2026-01-23T08:07:06.007Z"
"공복혈당 낮추는법","3","0","0","0","1","25636798","3","2026-02-02T01:38:53.242Z","2026-02-19T02:45:39.321Z"
"공진단","3","0","0","0","1","25227349","3","2026-02-28T11:00:39.039Z","2026-03-07T10:04:41.416Z"
"국내산흑염소진액","3","0","0","0","2","25636798 | 25729954","3","2026-02-20T01:52:37.316Z","2026-03-08T13:08:58.742Z"
"근감소증 증상","3","0","0","0","2","25227349 | 25729954","3","2026-02-18T06:18:09.873Z","2026-03-08T02:21:15.173Z"
"기력회복 한약","3","2","0","0","2","25227349 | 25636798","3","2026-03-20T10:56:38.239Z","2026-04-21T11:32:16.908Z"
"기력회복음식","3","0","0","0","2","25227349 | 25636798","3","2026-02-13T03:03:45.398Z","2026-03-02T13:09:30.753Z"
"기력회복한약","3","0","0","0","3","25227349 | 25460974 | 25729954","3","2026-02-24T12:26:31.366Z","2026-03-10T01:17:54.128Z"
"김오곤 흑염소","3","2","1","0","2","25227349 | 25460974","3","2026-04-01T09:48:33.879Z","2026-05-17T13:21:45.726Z"
"김해 흑염소","3","2","0","0","1","25636798","3","2026-03-20T09:06:23.988Z","2026-05-10T11:42:59.539Z"
"남자임신준비","3","0","0","0","2","25227349 | 25636798","3","2026-03-12T09:22:01.336Z","2026-03-16T12:41:58.040Z"
"내 빈티지 찻잔 컬렉션","3","0","0","0","1","31646389","3","2026-01-17T09:57:52.926Z","2026-01-20T03:41:54.732Z"
"노산 기형아 예방","3","0","0","0","2","25227349 | 25460974","3","2026-03-15T10:12:04.387Z","2026-03-17T12:39:03.208Z"
"녹십자 오메가3 프리미엄","3","3","0","0","1","25729954","3","2026-04-15T02:24:00.854Z","2026-04-15T08:21:58.333Z"
"다이어트","3","0","0","0","3","25636798 | 25729954 | 31640041","3","2026-01-09T03:39:44.100Z","2026-02-28T10:07:01.492Z"
"당뇨초기증상","3","0","0","0","2","25227349 | 25729954","3","2026-02-12T10:15:34.702Z","2026-03-10T05:08:04.525Z"
"당뇨흑염소","3","0","0","0","2","25636798 | 25729954","3","2026-03-06T09:30:38.573Z","2026-03-07T11:43:41.948Z"
"동충하초","3","0","0","0","2","25227349 | 25729954","3","2026-03-05T06:36:23.288Z","2026-03-10T12:55:55.122Z"
"만성피로 증상","3","0","0","0","3","25227349 | 25636798 | 25729954","3","2026-02-02T03:07:47.659Z","2026-03-07T14:01:58.581Z"
"면역력 영양제","3","0","0","0","3","25227349 | 25636798 | 25729954","3","2026-02-26T01:29:11.439Z","2026-03-07T11:02:16.763Z"
"모유수유 흑염소","3","2","0","0","1","25636798","3","2026-03-24T10:53:38.327Z","2026-05-17T14:36:40.471Z"
"모유수유흑염소","3","3","0","0","2","25227349 | 25636798","3","2026-04-15T07:00:30.011Z","2026-05-17T13:12:19.032Z"
"몸을 따뜻하게 하는 음식","3","2","0","0","2","25227349 | 25729954","3","2026-03-19T14:25:35.296Z","2026-05-03T16:05:46.835Z"
"무설탕진액","3","0","0","0","2","25227349 | 25636798","3","2026-01-24T07:35:57.877Z","2026-01-24T10:03:10.479Z"
"미녀의 석류 콜라겐","3","2","1","0","2","25460974 | 25729954","3","2026-04-17T02:18:39.908Z","2026-04-19T07:37:54.627Z"
"본정심흑염소 효능","3","3","0","0","1","25729954","3","2026-05-03T16:54:24.611Z","2026-05-10T11:41:29.713Z"
"부모님생신선물","3","0","0","0","2","25227349 | 25636798","3","2026-02-27T02:24:17.945Z","2026-03-09T06:41:01.714Z"
"붕어탕 몸보신","3","2","0","0","2","25227349 | 25636798","3","2026-03-20T15:56:45.461Z","2026-05-02T11:39:13.113Z"
"비에날씬","3","2","1","0","3","25227349 | 25460974 | 25729954","3","2026-04-11T08:24:10.004Z","2026-04-14T06:42:55.299Z"
"빈티지 찻잔 컬렉션","3","0","0","0","1","31646389","3","2026-01-18T07:28:30.539Z","2026-01-23T02:17:14.983Z"
"사하구 산부인과","3","2","0","0","2","25227349 | 25636798","3","2026-03-19T12:35:48.458Z","2026-05-02T09:03:25.826Z"
"산후영양제","3","0","0","0","2","25227349 | 25729954","3","2026-02-16T09:54:10.682Z","2026-03-08T04:12:09.666Z"
"산후조리 지원금","3","2","0","0","2","25227349 | 25636798","3","2026-03-19T10:31:37.474Z","2026-05-02T08:51:11.088Z"
"산후조리음식","3","0","1","0","3","25460974 | 25636798 | 25729954","3","2026-02-14T11:19:50.405Z","2026-04-25T09:06:43.775Z"
"산후풍 원인","3","1","0","0","3","25460974 | 25636798 | 25729954","3","2026-03-11T12:03:02.699Z","2026-05-03T17:38:00.407Z"
"삼일절 연휴","3","0","0","0","1","25460974","3","2026-02-24T10:47:35.916Z","2026-02-24T12:27:51.044Z"
"생강차스틱","3","0","0","0","3","25227349 | 25460974 | 25729954","3","2026-02-25T04:31:31.183Z","2026-03-15T05:13:51.470Z"
"생칡즙","3","0","0","0","2","25636798 | 25729954","3","2026-02-12T02:18:54.986Z","2026-02-26T12:01:26.079Z"
"샤넬 코코 크러쉬 팔찌 봄 컬렉션 실물 보고 싶어 죽겠음","3","0","3","0","1","25460974","3","2026-04-15T02:51:35.665Z","2026-04-15T08:47:08.711Z"
"서울 난임병원","3","2","0","0","1","25636798","3","2026-03-19T13:23:48.975Z","2026-05-02T08:15:22.906Z"
"소음인 음식","3","0","0","0","2","25227349 | 25636798","3","2026-03-09T06:31:51.146Z","2026-03-10T04:48:06.899Z"
"손이 차가운 이유","3","3","0","0","1","25227349","3","2026-04-25T08:27:59.926Z","2026-05-10T11:52:19.966Z"
"수족냉증 차","3","2","0","0","2","25227349 | 25729954","3","2026-03-25T10:38:51.881Z","2026-04-25T11:16:44.076Z"
"수족냉증 흑염소진액","3","0","0","0","1","25636798","3","2026-02-14T11:27:46.473Z","2026-03-08T08:34:06.491Z"
"수족냉증치료","3","0","0","0","2","25227349 | 25729954","3","2026-03-06T08:00:13.236Z","2026-03-07T12:02:52.791Z"
"숙지황 부작용","3","0","0","0","2","25636798 | 25729954","3","2026-02-13T04:02:35.386Z","2026-03-09T09:46:22.292Z"
"스타벅스 디카페인 카페라떼로 바꾸니 밤에 좀 나은 느낌","3","0","0","3","1","25636798","3","2026-04-14T12:03:27.040Z","2026-04-17T08:06:23.478Z"
"시어머니생신선물","3","0","0","0","1","25227349","3","2026-02-16T09:32:22.439Z","2026-02-28T12:14:17.194Z"
"시험관 동결 이식 비용","3","2","1","0","2","25460974 | 25636798","3","2026-04-09T07:42:48.131Z","2026-05-05T16:11:48.902Z"
"시험관 시술 비용","3","2","0","0","2","25636798 | 25729954","3","2026-03-21T09:51:32.304Z","2026-05-10T11:47:43.458Z"
"시험관 주사 통증","3","2","0","0","2","25460974 | 25636798","3","2026-03-19T12:48:44.414Z","2026-05-02T07:51:24.329Z"
"식단기록","3","0","0","0","1","31640041","3","2026-01-08T14:56:13.286Z","2026-01-23T04:15:41.096Z"
"십전대보탕","3","0","0","0","2","25227349 | 25729954","3","2026-03-05T07:36:30.124Z","2026-03-08T13:07:36.669Z"
"아라키돈산 효능","3","0","0","0","2","25227349 | 25636798","3","2026-02-24T02:44:39.634Z","2026-02-26T01:59:59.828Z"
"아이 면역력 영양제","3","2","0","0","2","25227349 | 25729954","3","2026-03-24T09:05:22.664Z","2026-05-03T19:47:20.934Z"
"어르신선물","3","0","0","0","2","25460974 | 25636798","3","2026-02-24T12:10:56.945Z","2026-02-25T05:04:10.804Z"
"어린이 종합영양제","3","3","0","0","3","25227349 | 25636798 | 25729954","3","2026-04-12T13:38:44.712Z","2026-05-05T15:21:41.253Z"
"어머니 환갑 선물","3","2","1","0","3","25227349 | 25460974 | 25636798","3","2026-04-09T09:27:19.581Z","2026-04-21T12:36:14.056Z"
"엄마 칠순 선물","3","2","1","0","2","25460974 | 25729954","3","2026-04-16T07:58:53.797Z","2026-04-21T12:26:45.916Z"
"여에스더 리포좀글루타치온 울트라","3","3","0","0","1","25729954","3","2026-04-02T10:48:58.272Z","2026-04-04T09:22:01.784Z"
"염소즙효능","3","2","0","0","2","25636798 | 25729954","3","2026-03-08T12:07:43.872Z","2026-04-01T09:33:58.225Z"
"오가피 효과","3","0","0","0","3","25636798 | 31642514 | 31646389","3","2026-01-21T03:16:07.008Z","2026-01-21T07:23:18.267Z"
"오므론 혈압계 아침저녁 기록하는 게 습관됨","3","0","0","3","1","25227349","3","2026-04-14T11:43:15.077Z","2026-04-15T10:47:12.682Z"
"오쏘몰 이뮨","3","2","0","0","2","25227349 | 25729954","3","2026-03-24T12:09:11.179Z","2026-04-25T09:19:45.002Z"
"올리브영 비타민D 츄어블 하나씩 챙겨먹기 시작함","3","0","0","3","1","25636798","3","2026-04-14T10:55:15.893Z","2026-04-15T07:59:39.829Z"
"와이프 출산선물","3","2","0","0","1","25636798","3","2026-03-19T11:53:36.067Z","2026-05-02T05:03:08.755Z"
"우리아이예상키","3","2","1","0","2","25227349 | 25460974","3","2026-04-14T09:19:44.448Z","2026-05-05T13:57:07.435Z"
"운동","3","0","0","0","3","25636798 | 25729954 | 31640041","3","2026-01-08T07:50:20.154Z","2026-03-03T03:31:11.812Z"
"원기회복 음식","3","2","1","0","3","25227349 | 25460974 | 25636798","3","2026-04-08T13:18:59.589Z","2026-04-21T13:22:04.390Z"
"이경재흑염소","3","2","0","0","2","25227349 | 25636798","3","2026-03-20T15:59:29.024Z","2026-05-10T11:45:14.588Z"
"이노시톨 추천","3","2","0","0","3","25227349 | 25636798 | 25729954","3","2026-03-20T15:55:57.510Z","2026-04-25T06:43:40.419Z"
"인생 영화 추천해주시면 오늘 밤에 바로 볼게요","3","0","0","0","3","31640041 | 31642514 | 31646389","3","2026-02-09T13:59:20.723Z","2026-02-09T14:32:44.160Z"
"임산부 영양제 추천","3","0","0","0","2","25227349 | 25636798","3","2026-02-02T02:51:53.174Z","2026-03-10T06:17:50.958Z"
"임신 잘되는 자세","3","3","0","0","2","25636798 | 25729954","3","2026-03-27T09:52:47.576Z","2026-05-10T11:45:10.325Z"
"임신 좋은 음식","3","3","0","0","1","25227349","3","2026-04-18T11:16:28.097Z","2026-05-17T17:15:43.793Z"
"임신 준비 비타민c","3","2","0","0","3","25227349 | 25636798 | 25729954","3","2026-03-25T11:14:38.887Z","2026-04-25T05:25:57.100Z"
"임신 준비기간","3","1","2","0","2","25460974 | 25636798","3","2026-04-09T12:04:42.721Z","2026-05-10T11:43:57.247Z"
"임신준비 예방접종","3","2","1","0","2","25460974 | 25729954","3","2026-04-05T23:02:29.719Z","2026-05-05T16:51:23.247Z"
"임신준비 카페인","3","3","0","0","2","25636798 | 25729954","3","2026-03-27T09:49:31.271Z","2026-05-10T11:42:33.797Z"
"임신초기 영양제","3","0","0","0","2","25636798 | 25729954","3","2026-02-20T01:25:33.711Z","2026-03-06T12:28:36.133Z"
"자연임신쌍둥이","3","2","0","0","2","25636798 | 25729954","3","2026-03-26T13:41:30.666Z","2026-05-10T11:52:34.939Z"
"장어즙효능","3","0","0","0","2","25227349 | 25729954","3","2026-02-12T09:14:26.211Z","2026-03-03T03:54:06.471Z"
"장인어른생신선물","3","2","0","0","2","25636798 | 25729954","3","2026-02-12T01:35:47.360Z","2026-04-01T13:17:08.524Z"
"저녁밥","3","0","0","0","2","25460974 | 25636798","3","2026-02-24T12:16:00.661Z","2026-02-25T06:03:30.909Z"
"점심 뭐 먹을지 고민","3","0","0","0","1","25729954","3","2026-02-27T03:00:55.334Z","2026-02-27T04:31:13.578Z"
"제왕절개 회복기간","3","3","0","0","1","25227349","3","2026-04-12T11:56:40.918Z","2026-05-02T12:39:16.871Z"
"제주산 당찬여주 발효효소","3","1","2","0","2","25460974 | 25729954","3","2026-04-15T07:38:34.612Z","2026-04-20T07:03:51.372Z"
"지하철에서 이상한 빌런 만난 썰 푼다","3","0","0","0","3","31640041 | 31642514 | 31646389","3","2026-02-09T05:18:13.643Z","2026-02-09T06:01:45.538Z"
"천궁효능","3","0","0","0","1","25636798","3","2026-02-14T11:39:33.477Z","2026-03-08T12:38:14.256Z"
"천호 흑염소","3","3","0","0","2","25636798 | 25729954","3","2026-04-17T02:18:46.548Z","2026-05-17T15:47:46.565Z"
"출산 후 종합영양제","3","2","0","0","3","25227349 | 25636798 | 25729954","3","2026-03-20T11:36:27.591Z","2026-04-25T07:35:48.885Z"
"출산 후 치질","3","2","0","0","1","25227349","3","2026-03-19T10:17:32.988Z","2026-05-02T06:15:28.201Z"
"출산선물","3","3","0","0","1","25729954","3","2026-04-01T06:51:52.638Z","2026-04-03T13:21:54.210Z"
"출산후 좋은 음식","3","0","0","0","3","25227349 | 25636798 | 25729954","3","2026-02-12T07:51:12.497Z","2026-03-03T05:32:34.347Z"
"출산후 허리통증","3","2","0","0","1","25227349","3","2026-03-19T14:31:30.629Z","2026-05-02T09:15:28.769Z"
"충주 흑염소","3","2","0","0","2","25227349 | 25729954","3","2026-03-25T12:52:13.913Z","2026-05-10T11:54:15.922Z"
"침향환","3","0","0","0","2","25227349 | 31646389","3","2026-01-15T02:33:16.107Z","2026-03-09T07:41:39.210Z"
"카무트 영양견과바","3","2","1","0","2","25460974 | 25729954","3","2026-04-16T10:58:28.913Z","2026-04-19T07:13:51.560Z"
"콘드로이친 킹","3","1","2","0","2","25460974 | 25729954","3","2026-04-09T04:28:33.707Z","2026-04-23T07:56:01.413Z"
"키크는 영양제","3","3","0","0","2","25636798 | 25729954","3","2026-04-05T09:40:59.032Z","2026-05-04T19:01:18.732Z"
"튼살크림","3","2","1","0","2","25460974 | 25729954","3","2026-04-03T13:41:56.099Z","2026-04-05T12:28:21.472Z"
"폐경 초기증상","3","2","0","0","1","25227349","3","2026-03-24T09:21:39.181Z","2026-05-05T14:36:28.882Z"
"폐교괴담","3","0","0","0","1","31640041","3","2026-01-08T13:16:33.640Z","2026-01-08T17:33:02.528Z"
"프라다 갈러리아 미니 사피아노 4월 가격 또 올랐어요","3","0","3","0","1","25460974","3","2026-05-15T07:56:17.216Z","2026-05-28T07:55:25.347Z"
"한방차","3","0","0","0","3","25460974 | 25636798 | 25729954","3","2026-01-20T09:49:03.695Z","2026-03-03T13:15:00.085Z"
"혈행개선영양제","3","0","0","0","1","25729954","3","2026-02-24T13:38:20.252Z","2026-02-25T08:28:26.418Z"
"홍삼 효과","3","0","0","0","1","25227349","3","2026-01-25T06:16:51.436Z","2026-02-21T05:51:22.388Z"
"홍삼 효능","3","0","1","0","3","25227349 | 25460974 | 25729954","3","2026-02-05T04:36:27.124Z","2026-04-25T05:38:36.512Z"
"홍삼진고 데일리스틱","3","3","0","0","1","25729954","3","2026-04-18T09:59:49.449Z","2026-04-26T05:47:52.970Z"
"홍화씨 효능","3","0","0","0","2","25227349 | 25636798","3","2026-01-22T01:42:42.268Z","2026-02-09T04:20:25.533Z"
"흑염소 관절 건강","3","0","0","0","2","25227349 | 25636798","3","2026-01-26T02:38:47.823Z","2026-01-27T04:42:44.229Z"
"흑염소 먹는 시간","3","2","0","0","2","25227349 | 25636798","3","2026-03-21T11:26:28.215Z","2026-05-03T20:24:17.855Z"
"흑염소 면역력","3","0","0","0","2","25227349 | 25636798","3","2026-01-26T00:58:53.264Z","2026-01-30T20:42:40.190Z"
"흑염소 부작용","3","0","0","0","1","25636798","3","2026-01-20T07:51:14.177Z","2026-01-27T05:05:39.758Z"
"흑염소 스태미나","3","0","0","0","1","25227349","3","2026-01-25T08:21:20.468Z","2026-02-04T05:17:14.919Z"
"흑염소 진액 성분","3","0","0","0","2","25227349 | 25636798","3","2026-01-22T01:37:31.783Z","2026-02-08T05:16:16.331Z"
"흑염소엑기스 복용법 효능","3","3","0","0","1","25636798","3","2026-04-15T08:35:38.663Z","2026-05-17T16:51:41.068Z"
"흑염소중탕","3","2","0","0","1","25729954","3","2026-03-09T08:50:34.126Z","2026-05-02T06:51:43.581Z"
"흑염소진액복용법","3","0","0","0","2","25227349 | 25636798","3","2026-02-16T09:39:01.368Z","2026-02-25T00:55:34.471Z"
"흑염소탕","3","0","1","0","2","25460974 | 25636798","3","2026-03-06T10:30:47.801Z","2026-03-31T10:57:10.447Z"
"흙염소진액효능","3","2","0","0","2","25636798 | 25729954","3","2026-03-15T05:14:20.856Z","2026-05-02T08:39:16.239Z"
"""보정은 스토리를 부정하는 것"" 에어팟 맥스 대신 M40x를 선택한 이유","2","0","0","0","2","31640041 | 31642514","2","2026-01-11T14:18:12.205Z","2026-01-11T14:18:43.673Z"
"2.55랑 CHANEL 22 중 뭐부터 볼지 아직도 못 정함","2","0","1","1","1","25460974","2","2026-04-11T23:02:45.540Z","2026-04-13T12:07:22.595Z"
"20대 조기폐경 증상","2","2","0","0","1","25636798","2","2026-04-14T09:12:14.655Z","2026-04-14T10:14:13.422Z"
"21세기 대군부인 아이유 기대하면서 요가 스트레칭","2","0","0","2","1","25227349","2","2026-04-04T13:05:20.223Z","2026-04-05T13:16:27.190Z"
"21세기 대군부인 아이유 변우석 보면서 BBQ 황금올리브 시키는 수요일 밤","2","0","0","2","1","25729954","2","2026-05-06T12:46:07.315Z","2026-05-10T11:49:39.971Z"
"21세기 대군부인 아이유 트위드 룩 보고 샤넬 자켓 검색","2","0","0","2","1","25460974","2","2026-05-06T06:31:12.547Z","2026-05-10T11:43:44.080Z"
"30일 플랭크 챌린지","2","0","0","0","1","25227349","2","2026-01-20T07:01:29.968Z","2026-01-20T07:55:10.632Z"
"40대 여성 영양제","2","1","1","0","2","25460974 | 25636798","2","2026-04-08T08:31:03.015Z","2026-04-17T07:56:13.786Z"
"40대 중반 임신 확률","2","1","1","0","2","25460974 | 25636798","2","2026-04-13T09:28:16.126Z","2026-04-30T07:29:14.760Z"
